interaction_id,customer_id,interaction_date,interaction_type
4441,978,2025-09-15,Service Inquiry
4442,275,2025-10-08,Account Maintenance
4443,1483,2025-10-20,Product Inquiry
4444,1088,2025-06-03,Product Inquiry
4445,1246,2025-08-10,Technical Support
4446,1857,2025-07-18,Technical Support
4447,362,2025-10-09,Service Inquiry
4448,1676,2025-08-31,Service Inquiry
4449,602,2025-10-26,Service Inquiry
4450,1365,2025-09-14,Complaint
4451,879,2025-03-04,Service Inquiry
4452,989,2025-10-18,Product Inquiry
4453,464,2025-09-02,Service Inquiry
4454,1487,2025-10-03,Service Inquiry
4455,924,2025-10-04,Complaint
4456,723,2025-10-14,Service Inquiry
4457,1535,2025-10-20,Technical Support
4458,1555,2025-08-15,Service Inquiry
4459,835,2025-10-20,Service Inquiry
4460,934,2025-07-31,Service Inquiry
4461,1224,2025-08-09,Service Inquiry
4462,1548,2025-10-15,Service Inquiry
4463,1149,2025-09-30,Service Inquiry
4464,559,2025-10-26,Service Inquiry
4465,1713,2025-07-16,Service Inquiry
4466,1016,2025-09-30,Service Inquiry
4467,1964,2025-09-24,Product Inquiry
4468,1428,2025-09-12,Service Inquiry
4469,680,2025-09-07,Service Inquiry
4470,49,2025-10-04,Service Inquiry
4471,1027,2025-10-08,Service Inquiry
4472,1057,2025-10-09,Service Inquiry
4473,276,2025-10-21,Complaint
4474,1682,2025-09-25,Technical Support
4475,548,2025-10-08,Product Inquiry
4476,774,2025-08-14,Technical Support
4477,1909,2025-08-04,Service Inquiry
4478,384,2025-08-28,Service Inquiry
4479,226,2024-12-16,Complaint
4480,890,2025-09-13,Service Inquiry
4481,684,2025-08-31,Service Inquiry
4482,1289,2025-06-18,Service Inquiry
4483,966,2025-08-10,Complaint
4484,67,2025-10-15,Service Inquiry
4485,105,2025-09-19,Complaint
4486,1295,2025-08-16,Complaint
4487,1100,2025-09-08,Product Inquiry
4488,428,2025-09-23,Service Inquiry
4489,199,2025-07-31,Account Maintenance
4490,132,2025-09-26,Service Inquiry
4491,1123,2025-03-10,Service Inquiry
4492,1993,2025-09-05,Product Inquiry
4493,1526,2025-08-09,Service Inquiry
4494,469,2025-08-12,Service Inquiry
4495,373,2025-09-11,Product Inquiry
4496,972,2025-10-06,Product Inquiry
4497,351,2025-07-01,Service Inquiry
4498,382,2025-10-14,Technical Support
4499,496,2025-10-25,Complaint
4500,1851,2025-06-14,Service Inquiry
4501,144,2025-09-01,Service Inquiry
4502,1452,2025-07-24,Service Inquiry
4503,967,2025-10-10,Technical Support
4504,685,2025-08-31,Technical Support
4505,704,2025-05-15,Service Inquiry
4506,1558,2025-09-17,Complaint
4507,1317,2025-07-31,Product Inquiry
4508,1443,2025-10-22,Product Inquiry
4509,1914,2025-10-01,Complaint
4510,231,2025-10-22,Complaint
4511,464,2025-09-21,Service Inquiry
4512,579,2025-09-24,Service Inquiry
4513,1136,2025-10-10,Product Inquiry
4514,351,2025-08-12,Product Inquiry
4515,1016,2025-10-20,Complaint
4516,823,2025-10-16,Service Inquiry
4517,1904,2025-10-06,Service Inquiry
4518,1579,2025-08-20,Service Inquiry
4519,1451,2025-03-26,Service Inquiry
4520,907,2025-09-12,Service Inquiry
4521,1353,2025-10-15,Service Inquiry
4522,1912,2025-06-09,Technical Support
4523,890,2025-10-23,Service Inquiry
4524,1758,2025-09-16,Complaint
4525,1604,2025-10-16,Service Inquiry
4526,1180,2025-08-22,Complaint
4527,1309,2025-10-14,Product Inquiry
4528,1199,2025-09-28,Complaint
4529,1959,2025-10-27,Service Inquiry
4530,1914,2025-10-14,Product Inquiry
4531,612,2025-10-15,Service Inquiry
4532,1863,2025-10-19,Service Inquiry
4533,188,2025-09-07,Service Inquiry
4534,1573,2025-08-31,Service Inquiry
4535,978,2025-10-09,Complaint
4536,17,2025-06-27,Complaint
4537,983,2025-09-03,Service Inquiry
4538,1723,2025-10-14,Account Maintenance
4539,105,2025-09-06,Technical Support
4540,1228,2025-09-21,Service Inquiry
4541,876,2025-10-10,Account Maintenance
4542,1924,2025-06-15,Service Inquiry
4543,443,2025-04-22,Technical Support
4544,1215,2025-10-14,Service Inquiry
4545,1705,2025-06-13,Technical Support
4546,924,2025-09-10,Service Inquiry
4547,849,2025-09-15,Service Inquiry
4548,571,2025-10-08,Service Inquiry
4549,18,2025-07-06,Service Inquiry
4550,1002,2025-09-27,Complaint
4551,1026,2025-08-06,Service Inquiry
4552,275,2025-10-23,Complaint
4553,1381,2025-10-27,Service Inquiry
4554,1164,2025-09-25,Service Inquiry
4555,1989,2025-09-04,Complaint
4556,1215,2025-10-22,Service Inquiry
4557,1731,2025-10-15,Technical Support
4558,496,2025-08-19,Technical Support
4559,803,2025-08-14,Product Inquiry
4560,1833,2025-10-28,Account Maintenance
4561,817,2025-10-06,Complaint
4562,949,2025-08-18,Product Inquiry
4563,1767,2025-09-29,Service Inquiry
4564,131,2025-10-07,Product Inquiry
4565,486,2025-09-24,Service Inquiry
4566,1307,2025-09-06,Service Inquiry
4567,637,2025-09-27,Product Inquiry
4568,85,2025-08-09,Product Inquiry
4569,1274,2025-07-08,Service Inquiry
4570,1708,2025-10-13,Complaint
4571,755,2025-07-16,Product Inquiry
4572,91,2025-10-06,Product Inquiry
4573,1829,2025-09-05,Service Inquiry
4574,1796,2025-10-24,Product Inquiry
4575,295,2025-04-04,Service Inquiry
4576,852,2025-06-22,Product Inquiry
4577,572,2025-09-04,Complaint
4578,1929,2025-10-12,Service Inquiry
4579,1401,2025-10-21,Service Inquiry
4580,157,2025-09-25,Product Inquiry
4581,1825,2025-10-09,Service Inquiry
4582,1656,2025-10-07,Service Inquiry
4583,1583,2025-10-06,Service Inquiry
4584,1108,2025-09-22,Complaint
4585,907,2025-10-12,Service Inquiry
4586,1691,2025-10-24,Technical Support
4587,384,2025-10-09,Product Inquiry
4588,1668,2025-09-22,Technical Support
4589,449,2025-02-07,Product Inquiry
4590,1093,2025-08-25,Complaint
4591,1986,2025-09-09,Service Inquiry
4592,1222,2025-07-22,Service Inquiry
4593,781,2025-10-26,Service Inquiry
4594,1429,2025-06-09,Service Inquiry
4595,1171,2025-08-23,Technical Support
4596,1631,2025-10-01,Service Inquiry
4597,876,2025-10-07,Service Inquiry
4598,1372,2025-08-23,Product Inquiry
4599,1074,2025-08-10,Service Inquiry
4600,837,2025-10-10,Service Inquiry
4601,147,2025-10-13,Product Inquiry
4602,707,2025-10-21,Technical Support
4603,1945,2025-09-27,Technical Support
4604,1229,2025-08-04,Service Inquiry
4605,1762,2025-04-28,Product Inquiry
4606,347,2025-04-30,Complaint
4607,1978,2025-07-21,Complaint
4608,1609,2025-10-05,Service Inquiry
4609,60,2025-09-02,Service Inquiry
4610,847,2025-10-20,Product Inquiry
4611,1936,2025-08-11,Service Inquiry
4612,1668,2025-07-10,Complaint
4613,1482,2025-10-18,Service Inquiry
4614,633,2024-12-13,Service Inquiry
4615,346,2025-09-30,Service Inquiry
4616,400,2025-08-29,Product Inquiry
4617,1613,2025-07-06,Service Inquiry
4618,328,2025-07-12,Product Inquiry
4619,1626,2025-10-12,Complaint
4620,242,2025-09-11,Service Inquiry
4621,1141,2025-09-04,Service Inquiry
4622,106,2025-09-26,Product Inquiry
4623,1129,2025-04-27,Product Inquiry
4624,226,2025-08-02,Technical Support
4625,1326,2025-09-24,Service Inquiry
4626,1487,2025-08-01,Complaint
4627,238,2025-08-11,Complaint
4628,824,2025-08-22,Complaint
4629,870,2025-06-26,Complaint
4630,1642,2025-05-13,Product Inquiry
4631,1102,2025-10-27,Service Inquiry
4632,1977,2025-10-27,Complaint
4633,60,2025-07-22,Technical Support
4634,1257,2025-10-03,Service Inquiry
4635,889,2025-10-06,Technical Support
4636,1325,2025-10-18,Service Inquiry
4637,1676,2025-09-17,Product Inquiry
4638,636,2025-08-13,Service Inquiry
4639,1692,2025-10-21,Product Inquiry
4640,1388,2025-04-12,Service Inquiry
4641,1068,2025-10-24,Service Inquiry
4642,829,2025-10-07,Service Inquiry
4643,22,2025-10-03,Product Inquiry
4644,1899,2025-06-18,Service Inquiry
4645,1521,2025-06-05,Service Inquiry
4646,1878,2024-11-15,Product Inquiry
4647,496,2024-12-01,Complaint
4648,1538,2025-09-09,Service Inquiry
4649,1264,2025-09-03,Technical Support
4650,1377,2025-10-28,Account Maintenance
4651,446,2025-10-07,Service Inquiry
4652,310,2025-09-20,Service Inquiry
4653,309,2025-09-30,Product Inquiry
4654,398,2025-10-17,Service Inquiry
4655,619,2025-10-20,Service Inquiry
4656,1172,2025-10-01,Service Inquiry
4657,1597,2025-02-11,Technical Support
4658,926,2025-08-25,Service Inquiry
4659,1444,2025-01-01,Service Inquiry
4660,344,2025-09-29,Complaint
4661,1912,2025-09-12,Service Inquiry
4662,923,2025-10-20,Product Inquiry
4663,1804,2025-10-09,Product Inquiry
4664,1170,2025-10-03,Technical Support
4665,27,2025-08-03,Product Inquiry
4666,1046,2025-05-03,Service Inquiry
4667,1590,2025-08-28,Technical Support
4668,1469,2025-10-25,Service Inquiry
4669,512,2025-05-08,Service Inquiry
4670,518,2025-08-05,Service Inquiry
4671,1389,2025-08-28,Service Inquiry
4672,1615,2025-10-08,Service Inquiry
4673,997,2024-10-28,Complaint
4674,85,2025-08-28,Complaint
4675,1951,2025-07-26,Service Inquiry
4676,1081,2025-10-26,Technical Support
4677,18,2025-09-23,Service Inquiry
4678,1914,2025-08-28,Complaint
4679,1992,2025-10-22,Account Maintenance
4680,578,2025-07-27,Service Inquiry
4681,1625,2025-06-04,Service Inquiry
4682,375,2025-08-29,Service Inquiry
4683,1252,2025-10-10,Service Inquiry
4684,1107,2025-09-01,Service Inquiry
4685,784,2025-10-02,Complaint
4686,1915,2025-07-19,Service Inquiry
4687,95,2025-10-15,Product Inquiry
4688,374,2025-06-18,Technical Support
4689,71,2025-09-12,Account Maintenance
4690,1715,2025-03-27,Product Inquiry
4691,507,2025-09-14,Service Inquiry
4692,1746,2025-09-08,Service Inquiry
4693,532,2025-09-23,Complaint
4694,1547,2025-10-15,Product Inquiry
4695,1230,2025-09-04,Complaint
4696,512,2025-06-14,Complaint
4697,595,2025-09-24,Account Maintenance
4698,375,2025-09-06,Service Inquiry
4699,505,2025-10-15,Product Inquiry
4700,1502,2025-07-03,Service Inquiry
4701,1480,2025-08-23,Service Inquiry
4702,433,2025-10-14,Product Inquiry
4703,90,2025-08-20,Service Inquiry
4704,660,2025-09-19,Service Inquiry
4705,1531,2025-10-08,Service Inquiry
4706,787,2025-07-15,Product Inquiry
4707,1025,2025-10-08,Service Inquiry
4708,1497,2025-10-17,Service Inquiry
4709,289,2025-07-19,Technical Support
4710,253,2025-08-24,Service Inquiry
4711,1302,2025-10-21,Service Inquiry
4712,1460,2025-08-15,Service Inquiry
4713,254,2025-10-20,Technical Support
4714,120,2025-10-23,Product Inquiry
4715,1832,2025-10-25,Technical Support
4716,1664,2025-10-20,Technical Support
4717,374,2025-09-30,Technical Support
4718,423,2025-08-14,Service Inquiry
4719,135,2025-10-13,Service Inquiry
4720,78,2025-10-11,Service Inquiry
4721,1632,2025-10-18,Service Inquiry
4722,482,2025-10-01,Service Inquiry
4723,1395,2025-10-08,Technical Support
4724,1858,2025-10-15,Account Maintenance
4725,1117,2025-10-16,Complaint
4726,1844,2025-07-03,Product Inquiry
4727,15,2025-10-03,Service Inquiry
4728,1026,2025-10-03,Complaint
4729,1953,2025-09-19,Service Inquiry
4730,1328,2025-06-04,Complaint
4731,1912,2025-09-29,Product Inquiry
4732,794,2025-10-22,Service Inquiry
4733,1236,2025-09-10,Service Inquiry
4734,138,2025-09-30,Technical Support
4735,1247,2025-10-21,Service Inquiry
4736,403,2025-02-03,Service Inquiry
4737,865,2025-06-06,Complaint
4738,582,2025-09-10,Service Inquiry
4739,1198,2025-10-14,Service Inquiry
4740,249,2025-07-06,Complaint
4741,468,2025-09-19,Service Inquiry
4742,1949,2025-10-15,Account Maintenance
4743,1545,2025-10-09,Service Inquiry
4744,395,2025-07-12,Service Inquiry
4745,1534,2025-05-14,Service Inquiry
4746,780,2025-07-16,Product Inquiry
4747,1746,2025-10-12,Service Inquiry
4748,624,2025-06-08,Service Inquiry
4749,97,2025-07-25,Service Inquiry
4750,1881,2025-09-25,Service Inquiry
4751,1410,2025-10-16,Service Inquiry
4752,266,2025-08-05,Service Inquiry
4753,332,2025-08-22,Service Inquiry
4754,124,2025-09-05,Complaint
4755,1038,2025-07-26,Product Inquiry
4756,321,2025-08-20,Complaint
4757,698,2025-08-25,Account Maintenance
4758,993,2025-10-18,Service Inquiry
4759,1967,2025-03-02,Service Inquiry
4760,1829,2025-08-31,Product Inquiry
4761,1256,2025-04-29,Service Inquiry
4762,180,2025-07-19,Product Inquiry
4763,91,2025-08-15,Technical Support
4764,98,2025-09-18,Service Inquiry
4765,1320,2025-09-02,Service Inquiry
4766,334,2025-07-25,Service Inquiry
4767,860,2025-09-21,Complaint
4768,358,2025-09-04,Complaint
4769,1485,2025-10-20,Product Inquiry
4770,482,2025-09-03,Complaint
4771,1656,2025-10-16,Service Inquiry
4772,1739,2025-10-06,Service Inquiry
4773,1917,2025-04-16,Complaint
4774,181,2025-09-20,Service Inquiry
4775,1992,2025-09-30,Product Inquiry
4776,260,2025-10-09,Service Inquiry
4777,815,2025-09-19,Product Inquiry
4778,1011,2025-08-26,Service Inquiry
4779,1614,2025-10-23,Service Inquiry
4780,1432,2025-10-19,Complaint
4781,1770,2025-10-10,Service Inquiry
4782,668,2025-10-05,Service Inquiry
4783,1309,2025-10-11,Service Inquiry
4784,1958,2025-08-22,Product Inquiry
4785,487,2025-06-17,Product Inquiry
4786,828,2025-10-23,Complaint
4787,283,2025-10-20,Service Inquiry
4788,632,2025-09-22,Product Inquiry
4789,1086,2025-08-25,Service Inquiry
4790,1402,2025-09-24,Product Inquiry
4791,901,2025-06-29,Product Inquiry
4792,1027,2025-10-03,Product Inquiry
4793,1870,2025-09-19,Technical Support
4794,548,2025-10-05,Account Maintenance
4795,1041,2025-08-13,Service Inquiry
4796,748,2025-10-22,Product Inquiry
4797,812,2025-10-05,Service Inquiry
4798,253,2025-10-06,Product Inquiry
4799,1983,2025-10-22,Product Inquiry
4800,326,2025-10-26,Service Inquiry
4801,1146,2025-08-13,Service Inquiry
4802,907,2025-04-24,Technical Support
4803,1812,2025-07-20,Service Inquiry
4804,605,2025-10-20,Product Inquiry
4805,1196,2025-10-22,Product Inquiry
4806,1244,2025-09-20,Technical Support
4807,183,2025-06-04,Service Inquiry
4808,965,2025-08-30,Service Inquiry
4809,1768,2025-09-28,Account Maintenance
4810,808,2025-09-19,Product Inquiry
4811,1810,2025-10-18,Complaint
4812,89,2025-08-21,Account Maintenance
4813,893,2025-07-12,Service Inquiry
4814,884,2025-10-26,Technical Support
4815,390,2025-08-25,Service Inquiry
4816,650,2025-10-20,Service Inquiry
4817,1602,2025-10-26,Service Inquiry
4818,728,2025-10-25,Complaint
4819,530,2025-10-27,Service Inquiry
4820,355,2025-08-01,Account Maintenance
4821,52,2025-10-17,Complaint
4822,1569,2025-07-24,Product Inquiry
4823,207,2025-08-26,Technical Support
4824,233,2025-08-21,Product Inquiry
4825,969,2025-10-25,Complaint
4826,1679,2025-05-24,Account Maintenance
4827,1362,2025-08-21,Service Inquiry
4828,420,2025-10-12,Product Inquiry
4829,1118,2025-10-17,Service Inquiry
4830,1220,2025-10-02,Product Inquiry
4831,1245,2025-02-27,Service Inquiry
4832,258,2025-09-30,Account Maintenance
4833,187,2025-09-03,Service Inquiry
4834,572,2025-10-25,Service Inquiry
4835,849,2025-08-29,Service Inquiry
4836,1773,2025-09-13,Product Inquiry
4837,256,2025-08-30,Account Maintenance
4838,178,2025-10-02,Service Inquiry
4839,1195,2025-09-22,Service Inquiry
4840,254,2025-08-09,Technical Support
4841,1179,2025-09-29,Service Inquiry
4842,1618,2025-07-11,Complaint
4843,1048,2025-09-18,Product Inquiry
4844,416,2025-10-19,Complaint
4845,1172,2025-10-26,Service Inquiry
4846,239,2025-10-13,Product Inquiry
4847,1882,2025-10-12,Service Inquiry
4848,1783,2025-07-18,Service Inquiry
4849,445,2025-08-11,Product Inquiry
4850,1940,2025-08-28,Account Maintenance
4851,604,2025-10-01,Service Inquiry
4852,344,2025-09-12,Product Inquiry
4853,1764,2025-10-24,Technical Support
4854,1348,2025-09-25,Complaint
4855,1762,2025-08-14,Product Inquiry
4856,1910,2025-06-26,Technical Support
4857,466,2025-08-04,Product Inquiry
4858,242,2025-08-23,Service Inquiry
4859,670,2025-09-06,Product Inquiry
4860,436,2025-10-17,Product Inquiry
4861,74,2025-10-07,Account Maintenance
4862,880,2025-09-15,Service Inquiry
4863,208,2025-08-11,Complaint
4864,5,2025-10-07,Service Inquiry
4865,1086,2025-08-05,Service Inquiry
4866,549,2025-08-25,Service Inquiry
4867,1286,2025-09-10,Complaint
4868,1527,2025-10-04,Service Inquiry
4869,411,2025-08-28,Service Inquiry
4870,1588,2025-09-27,Complaint
4871,1922,2025-05-29,Complaint
4872,1705,2025-09-06,Technical Support
4873,326,2025-10-09,Service Inquiry
4874,501,2025-10-24,Complaint
4875,1522,2025-03-09,Service Inquiry
4876,1741,2025-06-18,Service Inquiry
4877,1353,2025-09-17,Service Inquiry
4878,228,2025-10-10,Service Inquiry
4879,1656,2025-10-07,Service Inquiry
4880,1724,2025-07-27,Product Inquiry
4881,1970,2025-05-12,Complaint
4882,1369,2025-09-27,Product Inquiry
4883,321,2025-09-29,Service Inquiry
4884,106,2025-07-04,Complaint
4885,162,2025-10-04,Service Inquiry
4886,618,2025-10-14,Product Inquiry
4887,1847,2024-12-13,Account Maintenance
4888,1082,2025-09-05,Service Inquiry
4889,956,2025-07-31,Account Maintenance
4890,1570,2025-10-22,Technical Support
4891,467,2025-09-23,Service Inquiry
4892,720,2025-10-27,Service Inquiry
4893,595,2025-04-27,Technical Support
4894,579,2025-09-28,Technical Support
4895,1694,2025-08-20,Complaint
4896,786,2025-08-10,Service Inquiry
4897,291,2025-10-19,Product Inquiry
4898,768,2025-10-19,Technical Support
4899,2000,2025-09-13,Service Inquiry
4900,1937,2025-07-18,Product Inquiry
4901,1262,2025-08-23,Technical Support
4902,921,2025-06-20,Complaint
4903,1362,2025-10-11,Service Inquiry
4904,574,2025-10-21,Product Inquiry
4905,1797,2025-10-04,Complaint
4906,35,2025-09-10,Complaint
4907,248,2025-05-02,Service Inquiry
4908,1418,2025-08-05,Service Inquiry
4909,646,2025-05-27,Complaint
4910,211,2025-10-03,Service Inquiry
4911,1007,2025-07-26,Service Inquiry
4912,1300,2025-08-31,Service Inquiry
4913,256,2025-07-07,Service Inquiry
4914,607,2025-10-07,Service Inquiry
4915,1426,2025-10-27,Service Inquiry
4916,436,2025-07-20,Technical Support
4917,736,2025-10-20,Product Inquiry
4918,816,2025-09-07,Complaint
4919,307,2025-09-27,Service Inquiry
4920,1027,2025-08-25,Service Inquiry
4921,335,2025-07-16,Complaint
4922,709,2025-10-05,Product Inquiry
4923,1765,2025-08-09,Service Inquiry
4924,137,2025-09-19,Complaint
4925,743,2025-08-14,Service Inquiry
4926,1683,2025-10-19,Complaint
4927,561,2025-10-12,Technical Support
4928,40,2025-07-09,Service Inquiry
4929,1148,2025-05-31,Service Inquiry
4930,493,2025-09-30,Service Inquiry
4931,701,2025-09-24,Product Inquiry
4932,888,2025-10-17,Product Inquiry
4933,443,2025-10-09,Complaint
4934,89,2025-09-01,Complaint
4935,1523,2025-06-26,Service Inquiry
4936,247,2025-10-20,Complaint
4937,582,2025-10-09,Service Inquiry
4938,1292,2025-07-19,Service Inquiry
4939,1312,2025-07-06,Complaint
4940,715,2025-07-19,Service Inquiry
4941,209,2025-10-11,Service Inquiry
4942,827,2025-08-28,Service Inquiry
4943,538,2025-09-06,Service Inquiry
4944,1254,2025-10-02,Product Inquiry
4945,1103,2025-10-08,Complaint
4946,1368,2025-10-01,Service Inquiry
4947,1832,2025-10-25,Service Inquiry
4948,1782,2025-07-29,Service Inquiry
4949,997,2025-09-18,Complaint
4950,852,2025-09-14,Service Inquiry
4951,931,2025-09-23,Technical Support
4952,545,2025-09-15,Complaint
4953,883,2025-10-26,Product Inquiry
4954,1047,2025-10-04,Service Inquiry
4955,566,2025-10-01,Service Inquiry
4956,931,2025-10-25,Account Maintenance
4957,1855,2025-08-26,Product Inquiry
4958,1338,2025-10-14,Service Inquiry
4959,1227,2025-09-23,Technical Support
4960,1264,2025-09-09,Service Inquiry
4961,104,2025-10-25,Service Inquiry
4962,829,2025-08-30,Service Inquiry
4963,1759,2025-09-24,Product Inquiry
4964,1579,2025-08-20,Service Inquiry
4965,1707,2025-10-24,Service Inquiry
4966,269,2025-07-06,Service Inquiry
4967,765,2025-10-01,Service Inquiry
4968,1469,2025-01-28,Technical Support
4969,1597,2025-08-10,Product Inquiry
4970,148,2025-10-27,Service Inquiry
4971,597,2025-09-22,Service Inquiry
4972,742,2025-09-25,Technical Support
4973,1231,2025-10-11,Service Inquiry
4974,445,2025-09-19,Service Inquiry
4975,1515,2025-09-09,Product Inquiry
4976,1670,2025-08-29,Service Inquiry
4977,1772,2025-10-16,Service Inquiry
4978,57,2025-09-07,Technical Support
4979,1280,2025-10-02,Service Inquiry
4980,155,2025-07-22,Service Inquiry
4981,1043,2025-09-01,Service Inquiry
4982,1919,2025-09-01,Complaint
4983,1802,2025-04-08,Technical Support
4984,580,2025-08-20,Product Inquiry
4985,1920,2025-10-22,Service Inquiry
4986,1749,2025-08-31,Product Inquiry
4987,1389,2025-08-22,Complaint
4988,1909,2025-07-29,Complaint
4989,1095,2025-01-13,Complaint
4990,1056,2025-07-27,Technical Support
